dp_id,mistakes
5ed0c74925dd714bc9e4853c,"[{""x"":0.06041986687147977,""y"":0.2062481043372763,""w"":0.021505376344086023,""h"":0.033363663936912334,""type"":""4""},{""x"":0.7428513833664503,""y"":0.11049825817459699,""w"":0.014766772233916791,""h"":0.010904039212602558,""type"":""4""},{""x"":0.8365428446405473,""y"":0.1317471551017198,""w"":0.008495951148280907,""h"":0.012581583706849104,""type"":""1""},{""x"":0.7444387551914434,""y"":0.09301385097563442,""w"":0.00819252432155658,""h"":0.01900717824284703,""type"":""2""}]"
5ed5b31296a981642fbbc0c1,"[{""x"":0.4866207733591245,""y"":0.7495029151080106,""w"":0.01501962792285369,""h"":0.01806355946483345,""type"":""2""}]"
5ed61e0ffeb36d76a1478cfb,[]
5ed47490d170d7ed48525ee7,"[{""x"":0.24987199180747569,""y"":0.37852593266606005,""w"":0.022017409114183307,""h"":0.03821656050955414,""type"":""2""},{""x"":0.42231325027023947,""y"":0.7504128332153811,""w"":0.011985359655610543,""h"":0.018333164829980122,""type"":""2""}]"
5ed0b8ca087de58927ccbbf6,"[{""x"":0.39077582446758075,""y"":0.3141838633699916,""w"":0.016233335229750998,""h"":0.019950797020860663,""type"":""2""}]"
5ec5781268d373ba5bd74260,[]
5ed069129477d08753009b1d,"[{""x"":0.7717106459971188,""y"":0.2012300328727159,""w"":0.005916823121124131,""h"":0.01024500387557713,""type"":""4""}]"
5ec3a8d3a2ac22245c05211c,[]
5ecdd00e35ceb59b550c651b,"[{""x"":0.06356191174673023,""y"":0.4651895297056587,""w"":0.012223444566678886,""h"":0.020853698273053122,""type"":""0""},{""x"":0.3187874342989854,""y"":0.561203432171174,""w"":0.008800880088008816,""h"":0.01824698598892149,""type"":""0""},{""x"":0.10927759442610929,""y"":0.5677202128815031,""w"":0.008800880088008793,""h"":0.014336917562724006,""type"":""3""},{""x"":0.9175324939901398,""y"":0.14771369610079288,""w"":0.0065191704355620095,""h"":0.014481734911842419,""type"":""5""},{""x"":0.900990099009901,""y"":0.7920422866659426,""w"":0.0071710874791181736,""h"":0.01274392672242132,""type"":""5""},{""x"":0.9136209917288026,""y"":0.8017812533941567,""w"":0.00806747341400811,""h"":0.019550342130987348,""type"":""5""},{""x"":0.8681497779407572,""y"":0.7913544042576303,""w"":0.019801980198019802,""h"":0.02867383512544801,""type"":""3""},{""x"":0.9921769954773255,""y"":0.16892943774664204,""w"":-0.009452797131565027,""h"":0.01332319611889504,""type"":""5""}]"
5ec3a8d3a2ac22245c052118,"[{""x"":0.224198345760502,""y"":0.16436769124941167,""w"":0.010104714175121238,""h"":0.014481734911842462,""type"":""3""},{""x"":0.21083404636759975,""y"":0.14409326237283226,""w"":0.007497046000896396,""h"":0.01332319611889504,""type"":""3""},{""x"":0.35303345149329735,""y"":0.4702219325875237,""w"":0.008800880088008816,""h"":0.01042684913652652,""type"":""0""},{""x"":0.22786537913050556,""y"":0.49730277687266905,""w"":0.008067473414008063,""h"":0.016943629846855553,""type"":""0""},{""x"":0.4466446644664464,""y"":0.13033561420658193,""w"":0.013934726806013955,""h"":0.0208536982730531,""type"":""3""},{""x"":0.9691969196919693,""y"":0.7019658955142827,""w"":0.008800880088008863,""h"":0.013033561420658231,""type"":""5""},{""x"":0.9995110622173329,""y"":0.5646790485500162,""w"":-0.005867253392005846,""h"":0.01737808189421092,""type"":""0""},{""x"":0.8137147048038138,""y"":0.4830020636472248,""w"":0.007823004522674431,""h"":0.011295753231237007,""type"":""0""}]"
5ecdd190f8e9b05d9149e625,"[{""x"":0.07871898300941205,""y"":0.0955794504181601,""w"":0.005378315609338712,""h"":0.01216465732594764,""type"":""5""},{""x"":0.29727417186163063,""y"":0.5794504181600952,""w"":0.008311942305341647,""h"":0.013033561420658148,""type"":""5""},{""x"":0.4336878132257673,""y"":0.24926686217008806,""w"":0.007334066740007355,""h"":0.019115890083632063,""type"":""0""},{""x"":0.7265615450433943,""y"":0.05020334769438712,""w"":0.0054326420296350085,""h"":0.0158333635036144,""type"":""5""},{""x"":0.7205856388107963,""y"":0.40162678155509673,""w"":0.006084559073191265,""h"":0.013516285917719558,""type"":""5""}]"
5ecdd03a7a08e6863d15b5b2,"[{""x"":0.007334066740007334,""y"":0.9721950689692626,""w"":0.010267693436010266,""h"":0.009557945041815948,""type"":""5""},{""x"":0.40310203859892124,""y"":0.40609198315291506,""w"":0.006193211913784022,""h"":0.01216465732594766,""type"":""5""},{""x"":0.8759727824634315,""y"":0.7995727888201009,""w"":0.007171087479118361,""h"":0.013323196118894978,""type"":""5""},{""x"":0.9349712749052681,""y"":0.2961876832844582,""w"":0.009452797131565027,""h"":0.01853662068715832,""type"":""5""}]"
5ecf6287c4d62ea8c11f7174,"[{""x"":0.29140691846962474,""y"":0.13801093370985842,""w"":0.008474921566230687,""h"":0.01216465732594766,""type"":""5""},{""x"":0.4340137717475454,""y"":0.3524854277542444,""w"":0.006193211913783928,""h"":0.01158538792947396,""type"":""5""},{""x"":0.3900093713075014,""y"":0.3403207704282968,""w"":0.005867253392005893,""h"":0.012164657325947618,""type"":""5""},{""x"":0.580043189504136,""y"":0.3926481059097541,""w"":0.0056499477108204275,""h"":0.013516285917719558,""type"":""5""},{""x"":0.5213706555840774,""y"":0.3818350771755784,""w"":0.0054326420296350085,""h"":0.009268310343579118,""type"":""5""},{""x"":0.8061859683910789,""y"":0.4498992312612376,""w"":0.005505077256696877,""h"":0.016476996166362935,""type"":""5""},{""x"":0.7901642016053457,""y"":0.25954889395749603,""w"":0.007823004522674525,""h"":0.013323196118895061,""type"":""5""},{""x"":0.8531556859389643,""y"":0.2729807030882299,""w"":0.0071710874791181736,""h"":0.010426849136526561,""type"":""5""}]"
5ecdff177755ed7c784780ee,[]
5ec4c5b3ce7cf4e480e13481,"[{""x"":0.28052805280528054,""y"":0.5226458129683935,""w"":0.008800880088008816,""h"":0.015640273704789945,""type"":""0""},{""x"":0.78914558122479,""y"":0.02476376669925057,""w"":0.008800880088008863,""h"":0.015640273704789837,""type"":""0""},{""x"":0.754675467546756,""y"":0.4314108830237863,""w"":0.010267693436010278,""h"":0.01564027370478986,""type"":""0""},{""x"":0.9722935256488613,""y"":0.6877737953006771,""w"":0.008148963044452512,""h"":0.01506100430831612,""type"":""5""},{""x"":0.39603960396039595,""y"":0.5689149560117303,""w"":0.008311942305341647,""h"":0.01390246551536872,""type"":""0""},{""x"":0.4314061035733201,""y"":0.45566778900112237,""w"":0.005541294870227764,""h"":0.011006118533000177,""type"":""0""}]"
5ec3a8d3a2ac22245c052121,"[{""x"":0.3347594018661123,""y"":0.9536584482821041,""w"":0.01303834087112416,""h"":0.01274392672242132,""type"":""5""},{""x"":0.5041763435602824,""y"":0.49473226892581745,""w"":0.0065191704355620095,""h"":0.014481734911842462,""type"":""0""},{""x"":0.5198223526056314,""y"":0.42753701893486856,""w"":0.006193211913783928,""h"":0.01042684913652652,""type"":""0""},{""x"":0.5310135951866795,""y"":0.5163583263941689,""w"":0.008474921566230687,""h"":0.01100611853300026,""type"":""0""},{""x"":0.4389303127843661,""y"":0.17111376609584555,""w"":0.009778755653343109,""h"":0.01303356142065819,""type"":""0""},{""x"":0.3478249059473858,""y"":0.12135693856123961,""w"":0.007171087479118314,""h"":0.010426849136526561,""type"":""5""},{""x"":0.10756631218677425,""y"":0.5265558813945911,""w"":-0.007497046000896396,""h"":0.022591506462474265,""type"":""5""}]"
5ec3a8d3a2ac22245c052120,"[{""x"":0.12186774232978853,""y"":0.017812533941566202,""w"":0.007823004522674525,""h"":0.01390246551536874,""type"":""5""}]"
5ec3a8d3a2ac22245c05211f,"[{""x"":0.003911502261337244,""y"":0.31606386445096113,""w"":0.016623884610683294,""h"":0.009557945041816032,""type"":""5""}]"
5ec5781268d373ba5bd7436f,"[{""x"":0.7144603349223811,""y"":0.11817095688063431,""w"":0.005867253392005846,""h"":0.01303356142065819,""type"":""4""},{""x"":0.934753969224083,""y"":0.03745942097196578,""w"":0.007388393160303686,""h"":0.00888213074593002,""type"":""5""}]"
5ec5781268d373ba5bd7436c,[]
5ec5781268d373ba5bd7436b,[]
5ec5781268d373ba5bd7436a,"[{""x"":0.31699466242920593,""y"":0.4680496723507477,""w"":-0.012060465305789869,""h"":0.019115890083632063,""type"":""5""},{""x"":0.9691969196919693,""y"":0.6602584989681765,""w"":0.008311942305341694,""h"":0.01216465732594766,""type"":""5""},{""x"":0.8811881188118812,""y"":0.6333224720321494,""w"":0.01466813348001471,""h"":0.01129575323123709,""type"":""5""},{""x"":0.9281261459479282,""y"":0.6472249375475182,""w"":0.009289817870676034,""h"":0.01129575323123709,""type"":""5""},{""x"":0.9011530782707899,""y"":0.18207161217913911,""w"":-0.009126838609786851,""h"":0.01100611853300024,""type"":""5""}]"
5ed5c3cf41de60bbd8e923a2,[]
5ed85048baea8bd95878181c,"[{""x"":0.2806502872509473,""y"":0.4486803519061585,""w"":0.01173450678401174,""h"":0.01564027370478978,""type"":""3""}]"
5ed0690e5acc2f9fb105bd40,"[{""x"":0.7563414777691769,""y"":0.1214856650937893,""w"":0.006193211913784022,""h"":0.01332319611889502,""type"":""4""}]"
5ed46f426b3b99759af2b58c,[]
5ed5d2d4b396162c83ed37c3,[]
5ec5781268d373ba5bd742aa,"[{""x"":0.2180662510695514,""y"":0.1571268237934905,""w"":0.009778755653343109,""h"":0.01390246551536874,""type"":""0""},{""x"":0.5163182984965163,""y"":0.7354187031606385,""w"":0.008800880088008863,""h"":0.011730205278592375,""type"":""0""}]"
5ec5781268d373ba5bd742a6,"[{""x"":0.488856293036711,""y"":0.13250787444335832,""w"":0.007823004522674525,""h"":0.01303356142065819,""type"":""0""},{""x"":0.8740170313327629,""y"":0.29489639525481826,""w"":0.008257615885045363,""h"":0.010813028734175681,""type"":""1""},{""x"":0.8942264596830054,""y"":0.2999167300242569,""w"":0.007823004522674525,""h"":0.012743926722421361,""type"":""1""},{""x"":0.5932037648209266,""y"":0.6052279063031751,""w"":0.0065191704355620095,""h"":0.01390246551536872,""type"":""1""},{""x"":0.7867416371266757,""y"":0.8234676514246405,""w"":0.009778755653343109,""h"":0.02085369827305304,""type"":""4""},{""x"":0.9256814570345925,""y"":0.8611925708699905,""w"":0.009778755653343015,""h"":0.026067122841316296,""type"":""4""}]"
5ed46ae21ea028aaf3eabdd6,"[{""x"":0.8694988840447831,""y"":0.30879081536190256,""w"":0.005215336348449683,""h"":0.01853662068715832,""type"":""4""}]"
5ec5781268d373ba5bd742bc,"[{""x"":0.3476347634763475,""y"":0.6394048006951234,""w"":0.010756631218677447,""h"":0.01564027370478986,""type"":""0""},{""x"":0.8559263333740781,""y"":0.6483472720031856,""w"":0.008800880088008863,""h"":0.01216465732594766,""type"":""0""}]"
5ecf6af2dc73777654f88290,"[{""x"":0.6866587893357236,""y"":0.37566827172561934,""w"":0.007823004522674525,""h"":0.01477136961007929,""type"":""2""},{""x"":0.6186964375449888,""y"":0.36350361439967166,""w"":0.00635619117467311,""h"":0.013033561420658231,""type"":""1""},{""x"":0.8629706592058378,""y"":0.03939031896021143,""w"":0.006193211913784022,""h"":0.01564027370478983,""type"":""1""},{""x"":0.7119341563786008,""y"":0.001158538792947395,""w"":0.006519170435562104,""h"":0.01158538792947395,""type"":""1""}]"
5ec5781268d373ba5bd742b6,"[{""x"":0.957217944016624,""y"":0.32323232323232315,""w"":0.008311942305341507,""h"":0.009557945041816032,""type"":""0""}]"
5ed0c2ccd0bfb92aa4a0f287,"[{""x"":0.6366784826630818,""y"":0.06690561529271206,""w"":0.009778755653343109,""h"":0.02172260236776366,""type"":""2""},{""x"":0.9757975797579759,""y"":0.028673835125448032,""w"":0.007334066740007355,""h"":0.01303356142065819,""type"":""1""}]"
5ed4738160359ad2e3ed542f,"[{""x"":0.062461801735729135,""y"":0.6909959813185619,""w"":0.006845128957340174,""h"":0.01216465732594766,""type"":""5""},{""x"":0.05512773499572179,""y"":0.6849136526555881,""w"":0.0078230045226745,""h"":0.013033561420658231,""type"":""1""},{""x"":0.8890111233345557,""y"":0.728033018355599,""w"":0.008311942305341694,""h"":0.013033561420658148,""type"":""4""},{""x"":0.9317931793179317,""y"":0.34759784222149814,""w"":0.009126838609786851,""h"":0.01679881249773722,""type"":""0""},{""x"":0.9220144236645887,""y"":0.3794576590275515,""w"":0.009126838609786851,""h"":0.017378081894211004,""type"":""5""},{""x"":0,""y"":0.27891821440208536,""w"":0.005133846718005134,""h"":0.016943629846855636,""type"":""5""}]"
5ec5781268d373ba5bd74286,"[{""x"":0.9926659332599929,""y"":0.8527207559465624,""w"":0.006600660066006601,""h"":0.016943629846855636,""type"":""5""},{""x"":0.8811881188118812,""y"":0.4486803519061582,""w"":0.009534286762009618,""h"":0.01824698598892149,""type"":""5""}]"
5ec5781268d373ba5bd74285,"[{""x"":0.5691235790245691,""y"":0.13468013468013468,""w"":0.008311942305341694,""h"":0.01303356142065821,""type"":""0""},{""x"":0.8609243640413424,""y"":0.038231780167264036,""w"":-0.007497046000896349,""h"":0.012743926722421346,""type"":""0""}]"
5ed46b211ceb66acaaf54896,"[{""x"":0.0029336266960029336,""y"":0.010426849136526556,""w"":0.008067473414008068,""h"":0.016943629846855657,""type"":""2""},{""x"":0.10768854663244104,""y"":0.21708120632851813,""w"":0.005541294870227764,""h"":0.01100611853300026,""type"":""5""}]"
5ec5781268d373ba5bd74283,"[{""x"":0.03984842928737318,""y"":0.8653198653198654,""w"":0.01173450678401174,""h"":0.014771369610079374,""type"":""5""},{""x"":0.42529438128998087,""y"":0.7992831541218638,""w"":0.00880088008800877,""h"":0.010426849136526686,""type"":""0""}]"
5ed5b8e9a73992ccf55ed70f,"[{""x"":0.4248869331377582,""y"":0.8593823540060098,""w"":-0.011734506784011786,""h"":0.02027442887657938,""type"":""5""},{""x"":0.40630729739640603,""y"":0.7597480178125344,""w"":0.007171087479118267,""h"":0.013323196118894978,""type"":""5""}]"
5ed48b4091279ae053a36eff,[]
5ed46e3e3ecb8ee2b105c6bb,"[{""x"":0.07456301185674122,""y"":0.1978204988957677,""w"":0.006193211913783975,""h"":0.00926831034357916,""type"":""4""},{""x"":0.03781118852626004,""y"":0.881249773722892,""w"":0.008800880088008799,""h"":0.013323196118894978,""type"":""5""},{""x"":0.8504665281342948,""y"":0.7681474240614026,""w"":0.007823004522674525,""h"":0.01216465732594766,""type"":""4""}]"
5ecf6a86d2db669275f8834d,[]
5ec5781268d373ba5bd742d4,"[{""x"":0.23917206535468363,""y"":0.10484776076173923,""w"":0.015320050523570874,""h"":0.02432931465189532,""type"":""5""},{""x"":0.13568023469013565,""y"":0.8579341805148256,""w"":0.01246791345801247,""h"":0.020853698273053205,""type"":""0""},{""x"":0.352035203520352,""y"":0.1811665037471489,""w"":0.009534286762009524,""h"":0.01564027370478984,""type"":""1""},{""x"":0.4928492849284929,""y"":0.4900619094167482,""w"":0.009534286762009524,""h"":0.01694362984685572,""type"":""0""},{""x"":0.6329299596626329,""y"":0.8305637015314434,""w"":0.010267693436010278,""h"":0.016943629846855636,""type"":""0""},{""x"":0.7099376604327099,""y"":0.3483219289670903,""w"":0.007334066740007355,""h"":0.01390246551536872,""type"":""0""},{""x"":0.7915902701381275,""y"":0.6594982078853048,""w"":0.011734506784011693,""h"":0.016509177799500348,""type"":""0""}]"
5ed5ba579f490f1e82c7918f,"[{""x"":0.10634396773010635,""y"":0.6972955360052134,""w"":0.010267693436010278,""h"":0.019550342130987265,""type"":""0""},{""x"":0.047671433810047674,""y"":0.9348321928967092,""w"":0.011734506784011734,""h"":0.013033561420658065,""type"":""0""},{""x"":0.26622662266226627,""y"":0.7302052785923752,""w"":0.008067473414008063,""h"":0.014336917562724089,""type"":""0""},{""x"":0.23835716905023838,""y"":0.6559139784946234,""w"":0.00806747341400811,""h"":0.014336917562723922,""type"":""0""},{""x"":0.34453815751945566,""y"":0.22334455667788947,""w"":0.007171087479118314,""h"":0.014481734911842462,""type"":""0""},{""x"":0.5301172092517891,""y"":0.2844212736685855,""w"":0.0068451289573400916,""h"":0.010426849136526603,""type"":""0""},{""x"":0.5330508359477919,""y"":0.2299699504000579,""w"":0.00586725339200594,""h"":0.010426849136526561,""type"":""0""},{""x"":0.4199432288907908,""y"":0.841955999662093,""w"":0.005649947710820474,""h"":0.013130106320070481,""type"":""0""},{""x"":0.7387849896100719,""y"":0.26490713587487796,""w"":0.008311942305341694,""h"":0.01564027370478986,""type"":""5""}]"
5ecf69dddc73777654f88275,"[{""x"":0.044737807114044736,""y"":0.7494297816878461,""w"":0.011734506784011734,""h"":0.018246985988921324,""type"":""4""}]"
5ecf8bd84342aa4c6184b20a,"[{""x"":0.1604622201993767,""y"":0.9557847201159305,""w"":0.009507373904028622,""h"":0.011862636066457646,""type"":""5""},{""x"":0.5599236375819414,""y"":0.03259229303107576,""w"":0.003236552818392737,""h"":0.018333164829980115,""type"":""5""},{""x"":0.9692780337941628,""y"":0.33161459913052277,""w"":0.015702338282983366,""h"":0.020624810433727648,""type"":""3""}]"
5ec698509e28f5ea34223a21,[]
5ec4b743ce7cf4e480e12be2,"[{""x"":0.4243424171739586,""y"":0.01051460924072389,""w"":0.014412774269405154,""h"":-0.008627371684696525,""type"":""1""}]"
5ec3a8d4a2ac22245c05224e,"[{""x"":0.7427699076444595,""y"":0.06767094665183837,""w"":0.008344237734918743,""h"":0.02156842921174132,""type"":""1""},{""x"":0.7800745502856221,""y"":0.24889068625798993,""w"":0.00960851617960336,""h"":0.014378952807827503,""type"":""1""}]"
5ed0800dcbe9c046e9d0d37e,"[{""x"":0.14616744525147551,""y"":0.6576573540480124,""w"":0.013350780375870012,""h"":0.012821232920312993,""type"":""2""}]"
5ec3a8d4a2ac22245c05224c,"[{""x"":0.9302118298534067,""y"":0.7411788494591037,""w"":0.014564487682767318,""h"":0.023994877498062273,""type"":""2""}]"
5ed33f30337b2cacaef98333,"[{""x"":0.1894521249359959,""y"":0.5250227479526842,""w"":0.033282130056323606,""h"":0.030937215650591446,""type"":""2""},{""x"":0.1935483870967742,""y"":0.6969972702456779,""w"":0.02713773681515617,""h"":0.050955414012738856,""type"":""2""},{""x"":0.6374807987711214,""y"":0.3256495804266505,""w"":0.007964954201513393,""h"":0.0169851380042463,""type"":""0""}]"
5ec3a8d4a2ac22245c05228d,"[{""x"":0.49547704386414093,""y"":0.20409126141610212,""w"":0.011530219415524054,""h"":0.018872375560273644,""type"":""2""},{""x"":0.22734254992319508,""y"":0.8889899909008189,""w"":0.012630141662399737,""h"":0.023051258720048564,""type"":""0""},{""x"":0.6390168970814132,""y"":0.04124962086745526,""w"":0.010582010582010621,""h"":0.0200181983621474,""type"":""0""}]"
5ec3a8d4a2ac22245c05228c,[]
5ecf600df26e70c8099873d4,"[{""x"":0.7360076568448626,""y"":0.2046304721463957,""w"":0.00864766456164307,""h"":0.010110201193003744,""type"":""4""}]"
5ed0a6d1aa4e6904996ae2dc,[]
5ec4cb1bce7cf4e480e1369b,[]
5ec3a8d4a2ac22245c052286,"[{""x"":0.3773239018161359,""y"":0.47826868421348245,""w"":0.00748452839253319,""h"":0.014378952807827503,""type"":""0""},{""x"":0.12258443799662438,""y"":0.32208854289533695,""w"":0.010417654384201558,""h"":0.015816848088610263,""type"":""0""},{""x"":0.7130214358410302,""y"":0.005871405729862913,""w"":0.007754241127399271,""h"":0.011862636066457724,""type"":""0""}]"
5ec3a8d4a2ac22245c052284,[]
5ed05a5b9479ef41ee1d246c,"[{""x"":0.6758832565284179,""y"":0.9253867151956324,""w"":0.014336917562724014,""h"":0.03002729754322111,""type"":""0""},{""x"":0.6687716902770666,""y"":0.32089778586593876,""w"":0.010240655401945725,""h"":0.02022040238600749,""type"":""0""},{""x"":0.7211886745936922,""y"":0.12428807333265932,""w"":0.008344237734918743,""h"":0.013480268257338342,""type"":""0""},{""x"":0.7125410100320492,""y"":0.13857715768543793,""w"":0.013047353549145685,""h"":0.013480268257338316,""type"":""0""},{""x"":0.9361286529745312,""y"":0.0005392107302935328,""w"":0.010619938935351191,""h"":0.009166582414990057,""type"":""4""}]"
5ed1b4f3980476448142994a,"[{""x"":0.2959703377745183,""y"":0.35643170051772255,""w"":0.007823004522674478,""h"":0.01390246551536872,""type"":""0""},{""x"":0.462263510301647,""y"":0.36378118098548207,""w"":0.007823004522674525,""h"":0.01274392672242132,""type"":""0""},{""x"":0.5499463526599555,""y"":0.8262191810578913,""w"":0.009126838609786945,""h"":0.01274392672242132,""type"":""0""},{""x"":0.5704817395319758,""y"":0.3205169979363549,""w"":0.007823004522674525,""h"":0.01679881249773722,""type"":""0""},{""x"":0.5457088918768399,""y"":0.31298649578219684,""w"":0.00586725339200594,""h"":0.00926831034357916,""type"":""0""},{""x"":0.8415841584158416,""y"":0.10155316606929522,""w"":0.008474921566230687,""h"":0.013323196118895061,""type"":""0""},{""x"":0.9758790693884203,""y"":0.13862640744361188,""w"":0.007823004522674525,""h"":0.01506100430831612,""type"":""0""}]"
5ec3a8d4a2ac22245c052280,"[{""x"":0.02129595675616944,""y"":0.3619146462635112,""w"":0.011517201102826332,""h"":0.014674824710667,""type"":""1""},{""x"":0.10691439514321803,""y"":0.9303428550740376,""w"":0.008800880088008793,""h"":0.01274392672242132,""type"":""1""},{""x"":0.8092418295327475,""y"":0.5436322604781385,""w"":0.009561449972157689,""h"":0.011842840994573415,""type"":""5""},{""x"":0.9774545355770147,""y"":0.1657675922908901,""w"":-0.008474921566230687,""h"":0.0096544899412283,""type"":""0""},{""x"":0.9853318665199853,""y"":0.3284457478005865,""w"":0.012467913458012635,""h"":0.01564027370478982,""type"":""0""}]"
5ec3a8d4a2ac22245c05227f,"[{""x"":0.09843947357698733,""y"":0.20602681534581174,""w"":0.0071710874791182785,""h"":0.02027442887657938,""type"":""5""},{""x"":0.23874650839569536,""y"":0.19475117563528507,""w"":0.00869222724741606,""h"":0.010813028734175681,""type"":""3""},{""x"":0.3450814217224187,""y"":0.2536234507560673,""w"":0.006664040889685654,""h"":0.009783216473777986,""type"":""4""},{""x"":0.5531878290709707,""y"":0.1278254468218626,""w"":0.009271709063910496,""h"":0.00926831034357916,""type"":""5""},{""x"":0.5420328041034534,""y"":0.12473601004066952,""w"":0.006953781797932848,""h"":0.010813028734175702,""type"":""5""},{""x"":0.5506163785102767,""y"":0.3489132664759907,""w"":0.007497046000896349,""h"":0.017957351290684622,""type"":""5""},{""x"":0.5577874659893947,""y"":0.42769390439641375,""w"":0.010430672696899367,""h"":0.009268310343579118,""type"":""5""},{""x"":0.44440822683091064,""y"":0.6008471814923431,""w"":0.0054326420296350085,""h"":0.013130106320070481,""type"":""4""},{""x"":0.7880771616256247,""y"":0.8762294389534533,""w"":0.009126838609786945,""h"":0.013516285917719641,""type"":""5""},{""x"":0.7441542508160252,""y"":0.5928540683618341,""w"":0.01216911814638253,""h"":0.010298122603976854,""type"":""5""},{""x"":0.6935688081839698,""y"":0.21096669603240684,""w"":0.009658030274906786,""h"":0.009439945720312115,""type"":""5""},{""x"":0.6882568915327711,""y"":0.1955195121264416,""w"":0.006084559073191265,""h"":0.011671205617840418,""type"":""5""},{""x"":0.8141130985526489,""y"":0.12975634481010825,""w"":-0.014016216436458546,""h"":0.00984757974005286,""type"":""5""},{""x"":0.825630299655475,""y"":0.22533579522826844,""w"":0.009778755653343109,""h"":0.009654489941228321,""type"":""5""},{""x"":0.8301937189603686,""y"":0.2627952162002342,""w"":0.006953781797932848,""h"":0.00965448994122828,""type"":""5""},{""x"":0.8110708190160533,""y"":0.25352690585665494,""w"":0.008257615885045269,""h"":0.0123577471247722,""type"":""0""},{""x"":0.8521778103736299,""y"":0.358664301316631,""w"":0.010756631218677542,""h"":0.00984757974005286,""type"":""5""},{""x"":0.8652161512447542,""y"":0.37893873019321045,""w"":-0.007823004522674525,""h"":0.01042684913652652,""type"":""5""},{""x"":0.8730391557674281,""y"":0.44671324958063324,""w"":0.012712382349346033,""h"":0.01100611853300026,""type"":""5""},{""x"":0.8926509934944112,""y"":0.5453338643302802,""w"":0.009561449972157689,""h"":0.01737808189421092,""type"":""5""},{""x"":0.9985331866519985,""y"":0.9939176713370261,""w"":-0.007334066740007355,""h"":-0.019984794178342632,""type"":""5""},{""x"":0.980931426475981,""y"":0.9096339741501033,""w"":-0.011245569001344711,""h"":-0.02432931465189532,""type"":""5""},{""x"":0.9501283461679502,""y"":0.8210057564896274,""w"":0.010756631218677353,""h"":0.020853698273053205,""type"":""5""},{""x"":0.943772154993277,""y"":0.7766916476593896,""w"":0.009289817870676034,""h"":0.01824698598892149,""type"":""5""},{""x"":0.9067758627714626,""y"":0.0913797472937258,""w"":0.01694984313246156,""h"":0.01100611853300025,""type"":""5""}]"
5ec3a8d4a2ac22245c05227e,"[{""x"":0.1862038055657417,""y"":0.09731725860758118,""w"":0.009126838609786922,""h"":0.01853662068715832,""type"":""1""},{""x"":0.35898898531828505,""y"":0.31473637208404237,""w"":0.0054326420296350085,""h"":0.00965448994122828,""type"":""0""},{""x"":0.21339417892406531,""y"":0.9478657543173672,""w"":0.008311942305341647,""h"":0.013033561420658231,""type"":""0""},{""x"":0.46666395034565294,""y"":0.12772890192245034,""w"":0.015935749953596243,""h"":0.017249355361661212,""type"":""4""},{""x"":0.6210596368278811,""y"":0.2768907715144274,""w"":0.005541294870227764,""h"":0.010426849136526603,""type"":""0""},{""x"":0.6298061904955937,""y"":0.4512387917405837,""w"":0.007171087479118267,""h"":0.010813028734175681,""type"":""0""},{""x"":0.7348734873487378,""y"":0.29735829018983134,""w"":0.007388393160303686,""h"":0.02510167384719356,""type"":""5""},{""x"":0.9442067663556478,""y"":0.8339427730108734,""w"":0.008257615885045175,""h"":0.01930897988245656,""type"":""5""}]"
5ec3a8d4a2ac22245c05227c,"[{""x"":0.11282239335044618,""y"":0.019115890083632018,""w"":0.012223444566678886,""h"":0.019984794178342567,""type"":""1""},{""x"":0.05438074671664698,""y"":0.29822719428454186,""w"":0.0065191704355620685,""h"":0.01274392672242132,""type"":""1""},{""x"":0.18628529519618628,""y"":0.2835885739111547,""w"":0.0078230045226745,""h"":0.01564027370478986,""type"":""1""},{""x"":0.3593692702603595,""y"":0.12164657325947649,""w"":0.008311942305341647,""h"":0.01303356142065819,""type"":""0""},{""x"":0.2938516073829606,""y"":0.793309438470729,""w"":0.007823004522674478,""h"":0.01824698598892149,""type"":""0""},{""x"":0.6331201021336699,""y"":0.1504169532843368,""w"":0.005432642029635102,""h"":0.01158538792947396,""type"":""0""},{""x"":0.9046571323799045,""y"":0.17764261491860062,""w"":-0.008692227247416013,""h"":0.0123577471247722,""type"":""2""},{""x"":0.9508617528419507,""y"":0.35895393601486786,""w"":-0.01369025791468037,""h"":0.00984757974005286,""type"":""1""}]"
5ec3a8d4a2ac22245c05227b,"[{""x"":0.17786470005025193,""y"":0.7841376730265617,""w"":0.011299895421640924,""h"":0.012357747124772158,""type"":""5""},{""x"":0.33350989419929616,""y"":0.024329314651895296,""w"":0.008311942305341647,""h"":0.01390246551536874,""type"":""0""},{""x"":0.43715112251965943,""y"":0.24252078732365473,""w"":0.005215336348449589,""h"":0.013516285917719641,""type"":""5""},{""x"":0.5711744013907567,""y"":0.2617211541942732,""w"":0.005215336348449683,""h"":0.012164657325947618,""type"":""5""},{""x"":0.9525187086609895,""y"":0.7754365639670305,""w"":0.008257615885045175,""h"":0.01930897988245656,""type"":""5""},{""x"":0.9600700810821824,""y"":0.810771997151926,""w"":0.00804031020385985,""h"":0.01274392672242132,""type"":""5""},{""x"":0.9469230873704654,""y"":0.12617211541942785,""w"":0.0086922272474162,""h"":0.018922800284807462,""type"":""5""},{""x"":0.9100354479892431,""y"":0.028191110628386615,""w"":0.007823004522674525,""h"":0.01428864511301787,""type"":""5""}]"
